COUNTY,CNTYNAME,DISTRICT,DISTNAME,CHARTER_STATUS,CRISIS_IND,studentnumber,tipcat
108,HIDALGO COUNTY,108807,IDEA PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
108,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,5A,19,fully displaced
108,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
108,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,5A,19,fully displaced
108,HIDALGO COUNTY,108905,HIDALGO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
108,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,5A,10,fully displaced
108,HIDALGO COUNTY,108908,MISSION CISD,TRADITIONAL ISD/CSD,5A,13,fully displaced
108,HIDALGO COUNTY,108909,PHARR-SAN JUAN-ALAMO ISD,TRADITIONAL ISD/CSD,5A,13,fully displaced
108,HIDALGO COUNTY,108911,SHARYLAND ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
108,HIDALGO COUNTY,108912,LA JOYA ISD,TRADITIONAL ISD/CSD,5A,24,fully displaced
108,HIDALGO COUNTY,108913,WESLACO ISD,TRADITIONAL ISD/CSD,5A,17,fully displaced
109,HILL COUNTY,109904,HILLSBORO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
111,HOOD COUNTY,111901,GRANBURY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
113,HOUSTON COUNTY,113901,CROCKETT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
113,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
113,HOUSTON COUNTY,113905,LATEXO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
116,HUNT COUNTY,116902,CELESTE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
116,HUNT COUNTY,116903,COMMERCE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
116,HUNT COUNTY,116905,GREENVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
116,HUNT COUNTY,116908,QUINLAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
116,HUNT COUNTY,116916,BOLES ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
117,HUTCHINSON COUNTY,117901,BORGER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
120,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,5A,17,fully displaced
120,JACKSON COUNTY,120902,GANADO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
120,JACKSON COUNTY,120905,INDUSTRIAL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
121,JASPER COUNTY,121904,JASPER ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
121,JASPER COUNTY,121905,KIRBYVILLE CISD,TRADITIONAL ISD/CSD,5A,17,fully displaced
121,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,5A,10,fully displaced
123,JEFFERSON COUNTY,123905,NEDERLAND ISD,TRADITIONAL ISD/CSD,5A,125,fully displaced
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
123,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,TRADITIONAL ISD/CSD,5A,77,fully displaced
123,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,5A,81,fully displaced
123,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
123,JEFFERSON COUNTY,123914,HAMSHIRE-FANNETT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
124,JIM HOGG COUNTY,124901,JIM HOGG COUNTY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
125,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
125,JIM WELLS COUNTY,125903,ORANGE GROVE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126902,BURLESON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126903,CLEBURNE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126904,GRANDVIEW ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126905,JOSHUA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126908,VENUS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
126,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
127,JONES COUNTY,127901,ANSON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
127,JONES COUNTY,127906,STAMFORD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
128,KARNES COUNTY,128902,KENEDY ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
128,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
128,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
129,KAUFMAN COUNTY,129901,CRANDALL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
129,KAUFMAN COUNTY,129904,KEMP ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
129,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
130,KENDALL COUNTY,130901,BOERNE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
133,KERR COUNTY,133901,CENTER POINT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
133,KERR COUNTY,133903,KERRVILLE ISD,TRADITIONAL ISD/CSD,5A,12,fully displaced
133,KERR COUNTY,133904,INGRAM ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
137,KLEBERG COUNTY,137901,KINGSVILLE ISD,TRADITIONAL ISD/CSD,5A,23,fully displaced
137,KLEBERG COUNTY,137902,RICARDO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
137,KLEBERG COUNTY,137903,RIVIERA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
139,LAMAR COUNTY,139905,CHISUM ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
139,LAMAR COUNTY,139909,PARIS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
139,LAMAR COUNTY,139911,NORTH LAMAR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
141,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
142,LA SALLE COUNTY,142901,COTULLA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
143,LAVACA COUNTY,143903,SHINER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
143,LAVACA COUNTY,143905,SWEET HOME ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
144,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
145,LEON COUNTY,145901,BUFFALO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
145,LEON COUNTY,145902,CENTERVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
146,LIBERTY COUNTY,146901,CLEVELAND ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
146,LIBERTY COUNTY,146902,DAYTON ISD,TRADITIONAL ISD/CSD,5A,50,fully displaced
146,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
146,LIBERTY COUNTY,146904,HARDIN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
146,LIBERTY COUNTY,146905,HULL-DAISETTA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
146,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,5A,16,fully displaced
146,LIBERTY COUNTY,146907,TARKINGTON ISD,TRADITIONAL ISD/CSD,5A,19,fully displaced
147,LIMESTONE COUNTY,147902,GROESBECK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
149,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
152,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
152,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
152,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
153,LYNN COUNTY,153903,O'DONNELL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
153,LYNN COUNTY,153904,TAHOKA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
154,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,5A,14,fully displaced
155,MARION COUNTY,155901,JEFFERSON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
156,MARTIN COUNTY,156902,STANTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
158,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
158,MATAGORDA COUNTY,158902,TIDEHAVEN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
158,MATAGORDA COUNTY,158905,PALACIOS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
158,MATAGORDA COUNTY,158906,VAN VLECK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
159,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
160,MCCULLOCH COUNTY,160901,BRADY ISD,TRADITIONAL ISD/CSD,5A,10,fully displaced
161,MCLENNAN COUNTY,161801,WACO CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
161,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161906,LA VEGA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161914,WACO ISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
161,MCLENNAN COUNTY,161916,WEST ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161918,AXTELL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161920,CHINA SPRING ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
161,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
162,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
163,MEDINA COUNTY,163903,NATALIA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
163,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
165,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,5A,14,fully displaced
166,MILAM COUNTY,166901,CAMERON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
166,MILAM COUNTY,166904,ROCKDALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
166,MILAM COUNTY,166905,THORNDALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
168,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
170,MONTGOMERY COUNTY,170801,TEXAS SERENITY ACADEMY,OPEN ENROLLMENT CHARTER,5A,14,fully displaced
170,MONTGOMERY COUNTY,170902,CONROE ISD,TRADITIONAL ISD/CSD,5A,132,fully displaced
170,MONTGOMERY COUNTY,170903,MONTGOMERY ISD,TRADITIONAL ISD/CSD,5A,17,fully displaced
170,MONTGOMERY COUNTY,170904,WILLIS ISD,TRADITIONAL ISD/CSD,5A,31,fully displaced
170,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,5A,43,fully displaced
170,MONTGOMERY COUNTY,170907,SPLENDORA ISD,TRADITIONAL ISD/CSD,5A,28,fully displaced
170,MONTGOMERY COUNTY,170908,NEW CANEY ISD,TRADITIONAL ISD/CSD,5A,133,fully displaced
171,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
172,MORRIS COUNTY,172902,DAINGERFIELD-LONE STAR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
174,NACOGDOCHES COUNTY,174904,NACOGDOCHES ISD,TRADITIONAL ISD/CSD,5A,17,fully displaced
175,NAVARRO COUNTY,175903,CORSICANA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
175,NAVARRO COUNTY,175907,KERENS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
175,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
176,NEWTON COUNTY,176901,BURKEVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
176,NEWTON COUNTY,176902,NEWTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
176,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,5A,12,fully displaced
177,NOLAN COUNTY,177902,SWEETWATER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
177,NOLAN COUNTY,177903,BLACKWELL CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
178,NUECES COUNTY,178808,SEASHORE CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
178,NUECES COUNTY,178902,BISHOP CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
178,NUECES COUNTY,178903,CALALLEN ISD,TRADITIONAL ISD/CSD,5A,27,fully displaced
178,NUECES COUNTY,178904,CORPUS CHRISTI ISD,TRADITIONAL ISD/CSD,5A,234,fully displaced
178,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
178,NUECES COUNTY,178908,PORT ARANSAS ISD,TRADITIONAL ISD/CSD,5A,274,fully displaced
178,NUECES COUNTY,178909,ROBSTOWN ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
178,NUECES COUNTY,178912,TULOSO-MIDWAY ISD,TRADITIONAL ISD/CSD,5A,28,fully displaced
178,NUECES COUNTY,178913,BANQUETE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
178,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,5A,65,fully displaced
178,NUECES COUNTY,178915,WEST OSO ISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
181,ORANGE COUNTY,181901,BRIDGE CITY ISD,TRADITIONAL ISD/CSD,5A,31,fully displaced
181,ORANGE COUNTY,181905,ORANGEFIELD ISD,TRADITIONAL ISD/CSD,5A,34,fully displaced
181,ORANGE COUNTY,181906,WEST ORANGE-COVE CISD,TRADITIONAL ISD/CSD,5A,31,fully displaced
181,ORANGE COUNTY,181907,VIDOR ISD,TRADITIONAL ISD/CSD,5A,37,fully displaced
181,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
182,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
183,PANOLA COUNTY,183902,CARTHAGE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
184,PARKER COUNTY,184902,SPRINGTOWN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
184,PARKER COUNTY,184903,WEATHERFORD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
184,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
184,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
187,POLK COUNTY,187901,BIG SANDY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
187,POLK COUNTY,187904,CORRIGAN-CAMDEN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
187,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,5A,20,fully displaced
187,POLK COUNTY,187910,ONALASKA ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
188,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
188,POTTER COUNTY,188902,RIVER ROAD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
190,RAINS COUNTY,190903,RAINS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
191,RANDALL COUNTY,191901,CANYON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
193,REAL COUNTY,193801,BIG SPRINGS CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
193,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
194,RED RIVER COUNTY,194904,CLARKSVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
195,REEVES COUNTY,195901,PECOS-BARSTOW-TOYAH ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
196,REFUGIO COUNTY,196901,AUSTWELL-TIVOLI ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
196,REFUGIO COUNTY,196903,REFUGIO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
198,ROBERTSON COUNTY,198905,HEARNE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
199,ROCKWALL COUNTY,199901,ROCKWALL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
199,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
201,RUSK COUNTY,201902,HENDERSON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
202,SABINE COUNTY,202903,HEMPHILL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
203,SAN AUGUSTINE COUNTY,203901,SAN AUGUSTINE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
204,SAN JACINTO COUNTY,204901,COLDSPRING-OAKHURST CISD,TRADITIONAL ISD/CSD,5A,19,fully displaced
204,SAN JACINTO COUNTY,204904,SHEPHERD ISD,TRADITIONAL ISD/CSD,5A,12,fully displaced
205,SAN PATRICIO COUNTY,205902,GREGORY-PORTLAND ISD,TRADITIONAL ISD/CSD,5A,172,fully displaced
205,SAN PATRICIO COUNTY,205903,INGLESIDE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
205,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,5A,14,fully displaced
205,SAN PATRICIO COUNTY,205905,ODEM-EDROY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
205,SAN PATRICIO COUNTY,205906,SINTON ISD,TRADITIONAL ISD/CSD,5A,35,fully displaced
205,SAN PATRICIO COUNTY,205907,TAFT ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
209,SHACKELFORD COUNTY,209902,MORAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
210,SHELBY COUNTY,210901,CENTER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
210,SHELBY COUNTY,210902,JOAQUIN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
210,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
212,SMITH COUNTY,212801,CUMBERLAND ACADEMY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
212,SMITH COUNTY,212901,ARP ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
212,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
212,SMITH COUNTY,212905,TYLER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
212,SMITH COUNTY,212906,WHITEHOUSE ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
212,SMITH COUNTY,212909,CHAPEL HILL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
213,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
214,STARR COUNTY,214901,RIO GRANDE CITY CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
215,STEPHENS COUNTY,215901,BRECKENRIDGE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220810,WESTLAKE ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
220,TARRANT COUNTY,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
220,TARRANT COUNTY,220819,HIGH POINT ACADEMY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
220,TARRANT COUNTY,220901,ARLINGTON ISD,TRADITIONAL ISD/CSD,5A,53,fully displaced
220,TARRANT COUNTY,220902,BIRDVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,5A,59,fully displaced
220,TARRANT COUNTY,220906,GRAPEVINE-COLLEYVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220907,KELLER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,5A,16,fully displaced
220,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220912,CROWLEY ISD,TRADITIONAL ISD/CSD,5A,16,fully displaced
220,TARRANT COUNTY,220914,KENNEDALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220915,AZLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220916,HURST-EULESS-BEDFORD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
220,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
221,TAYLOR COUNTY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
221,TAYLOR COUNTY,221901,ABILENE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
221,TAYLOR COUNTY,221911,JIM NED CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
221,TAYLOR COUNTY,221912,WYLIE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
225,TITUS COUNTY,225902,MOUNT PLEASANT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
226,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
226,TOM GREEN COUNTY,226907,GRAPE CREEK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
227,TRAVIS COUNTY,227901,AUSTIN ISD,TRADITIONAL ISD/CSD,5A,60,fully displaced
227,TRAVIS COUNTY,227904,PFLUGERVILLE ISD,TRADITIONAL ISD/CSD,5A,40,fully displaced
227,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
227,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
227,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,5A,34,fully displaced
227,TRAVIS COUNTY,227912,LAGO VISTA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
227,TRAVIS COUNTY,227913,LAKE TRAVIS ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
228,TRINITY COUNTY,228901,GROVETON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
228,TRINITY COUNTY,228904,CENTERVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
229,TYLER COUNTY,229901,COLMESNEIL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
229,TYLER COUNTY,229903,WOODVILLE ISD,TRADITIONAL ISD/CSD,5A,22,fully displaced
229,TYLER COUNTY,229904,WARREN ISD,TRADITIONAL ISD/CSD,5A,11,fully displaced
229,TYLER COUNTY,229905,SPURGER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
229,TYLER COUNTY,229906,CHESTER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
230,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
230,UPSHUR COUNTY,230903,ORE CITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
232,UVALDE COUNTY,232902,SABINAL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
232,UVALDE COUNTY,232903,UVALDE CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
234,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
235,VICTORIA COUNTY,235901,BLOOMINGTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
235,VICTORIA COUNTY,235902,VICTORIA ISD,TRADITIONAL ISD/CSD,5A,85,fully displaced
235,VICTORIA COUNTY,235904,NURSERY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
236,WALKER COUNTY,236901,NEW WAVERLY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
236,WALKER COUNTY,236902,HUNTSVILLE ISD,TRADITIONAL ISD/CSD,5A,27,fully displaced
237,WALLER COUNTY,237902,HEMPSTEAD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
237,WALLER COUNTY,237904,WALLER ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
237,WALLER COUNTY,237905,ROYAL ISD,TRADITIONAL ISD/CSD,5A,22,fully displaced
238,WARD COUNTY,238902,MONAHANS-WICKETT-PYOTE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
239,WASHINGTON COUNTY,239901,BRENHAM ISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
240,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
241,WHARTON COUNTY,241901,BOLING ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
241,WHARTON COUNTY,241902,EAST BERNARD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
241,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,5A,47,fully displaced
241,WHARTON COUNTY,241904,WHARTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
241,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
243,WICHITA COUNTY,243901,BURKBURNETT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
243,WICHITA COUNTY,243902,ELECTRA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
